customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
259,4,2016-01-01,2016-01-03,2016-01-03,1,2
1212,4,2016-01-01,2016-01-04,2016-01-03,2,6
523,4,2016-01-02,2016-01-05,2016-01-03,2,7
175,4,2016-01-03,2016-01-04,2016-01-05,1,3
1324,4,2016-01-03,2016-01-06,2016-01-06,2,6
94,4,2016-01-04,2016-01-07,2016-01-05,2,6
324,4,2016-01-04,2016-01-07,2016-01-05,2,6
1204,4,2016-01-04,2016-01-05,2016-01-05,2,7
60,4,2016-01-05,2016-01-08,2016-01-08,1,2
442,4,2016-01-05,2016-01-06,2016-01-06,2,6
1326,4,2016-01-05,2016-01-08,2016-01-07,2,7
91,4,2016-01-06,2016-01-08,2016-01-09,1,2
873,4,2016-01-08,2016-01-11,2016-01-11,2,6
258,4,2016-01-09,2016-01-11,2016-01-12,1,3
450,4,2016-01-09,2016-01-10,2016-01-12,2,7
552,4,2016-01-12,2016-01-15,2016-01-15,1,3
1175,4,2016-01-12,2016-01-14,2016-01-14,1,3
541,4,2016-01-14,2016-01-17,2016-01-15,1,3
696,4,2016-01-14,2016-01-17,2016-01-16,1,2
923,4,2016-01-14,2016-01-16,2016-01-17,1,2
1250,4,2016-01-15,2016-01-16,2016-01-18,2,6
1035,4,2016-01-16,2016-01-18,2016-01-17,1,2
1149,4,2016-01-16,2016-01-19,2016-01-19,1,2
636,4,2016-01-18,2016-01-20,2016-01-19,2,7
657,4,2016-01-18,2016-01-21,2016-01-21,2,6
1280,4,2016-01-18,2016-01-21,2016-01-19,2,7
57,4,2016-01-19,2016-01-21,2016-01-20,2,7
252,4,2016-01-19,2016-01-20,2016-01-21,2,6
437,4,2016-01-20,2016-01-22,2016-01-21,2,6
1348,4,2016-01-20,2016-01-21,2016-01-21,2,6
1238,4,2016-01-20,2016-01-22,2016-01-22,3,8
1259,4,2016-01-21,2016-01-24,2016-01-22,1,3
236,4,2016-01-21,2016-01-22,2016-01-22,2,6
80,4,2016-01-22,2016-01-25,2016-01-23,2,6
813,4,2016-01-22,2016-01-25,2016-01-24,2,7
1321,4,2016-01-23,2016-01-24,2016-01-24,2,6
164,4,2016-01-25,2016-01-28,2016-01-26,2,6
583,4,2016-01-25,2016-01-27,2016-01-26,2,7
1296,4,2016-01-25,2016-01-26,2016-01-26,2,7
348,4,2016-01-27,2016-01-28,2016-01-29,1,3
979,4,2016-01-27,2016-01-30,2016-01-29,2,6
1095,4,2016-01-27,2016-01-28,2016-01-30,2,7
1434,4,2016-01-27,2016-01-28,2016-01-30,2,7
861,4,2016-01-28,2016-01-31,2016-01-30,2,7
1220,4,2016-01-28,2016-01-31,2016-01-31,2,7
746,4,2016-01-29,2016-01-31,2016-01-31,2,7
1234,4,2016-01-29,2016-01-30,2016-01-31,2,7
1012,4,2016-01-30,2016-02-01,2016-02-02,2,7
608,4,2016-01-31,2016-02-01,2016-02-02,2,6
872,4,2016-01-31,2016-02-03,2016-02-02,3,8
1047,4,2016-02-01,2016-02-02,2016-02-03,2,7
767,4,2016-02-03,2016-02-04,2016-02-05,1,2
965,4,2016-02-03,2016-02-04,2016-02-05,2,6
535,4,2016-02-04,2016-02-07,2016-02-07,2,7
1173,4,2016-02-04,2016-02-07,2016-02-06,2,6
1241,4,2016-02-04,2016-02-06,2016-02-07,2,6
1305,4,2016-02-04,2016-02-06,2016-02-06,2,7
504,4,2016-02-05,2016-02-07,2016-02-07,2,6
563,4,2016-02-05,2016-02-07,2016-02-06,2,7
151,4,2016-02-06,2016-02-08,2016-02-07,1,3
277,4,2016-02-06,2016-02-09,2016-02-09,2,7
208,4,2016-02-07,2016-02-10,2016-02-10,1,2
1075,4,2016-02-07,2016-02-09,2016-02-09,2,7
1185,4,2016-02-07,2016-02-08,2016-02-09,2,6
996,4,2016-02-08,2016-02-09,2016-02-11,2,6
1253,4,2016-02-09,2016-02-12,2016-02-12,2,7
526,4,2016-02-09,2016-02-11,2016-02-10,3,8
381,4,2016-02-10,2016-02-11,2016-02-13,2,6
1413,4,2016-02-10,2016-02-12,2016-02-11,2,7
50,3,2016-02-11,2016-02-11,,3,9
797,4,2016-02-11,2016-02-14,2016-02-12,2,7
1386,4,2016-02-12,2016-02-15,2016-02-13,1,2
612,4,2016-02-12,2016-02-15,2016-02-14,2,7
264,4,2016-02-13,2016-02-15,2016-02-15,2,7
587,4,2016-02-14,2016-02-15,2016-02-17,2,6
9,3,2016-02-16,2016-02-16,,2,6
385,4,2016-02-16,2016-02-19,2016-02-19,1,2
1182,4,2016-02-16,2016-02-18,2016-02-19,2,7
529,4,2016-02-17,2016-02-20,2016-02-20,1,3
397,4,2016-02-17,2016-02-20,2016-02-19,2,6
521,4,2016-02-17,2016-02-19,2016-02-18,2,6
1223,4,2016-02-18,2016-02-21,2016-02-20,2,6
393,4,2016-02-19,2016-02-20,2016-02-20,1,3
317,4,2016-02-20,2016-02-22,2016-02-21,2,7
1174,4,2016-02-20,2016-02-23,2016-02-21,2,7
276,4,2016-02-21,2016-02-22,2016-02-23,2,7
516,4,2016-02-21,2016-02-22,2016-02-23,2,6
1069,4,2016-02-21,2016-02-22,2016-02-23,2,6
668,4,2016-02-21,2016-02-24,2016-02-24,3,8
414,4,2016-02-23,2016-02-25,2016-02-24,2,7
648,4,2016-02-25,2016-02-27,2016-02-28,1,2
1309,4,2016-02-25,2016-02-28,2016-02-28,2,7
1328,4,2016-02-26,2016-02-28,2016-02-27,1,3
929,4,2016-02-27,2016-02-28,2016-02-29,1,2
218,4,2016-02-27,2016-02-29,2016-02-28,2,7
1094,4,2016-02-27,2016-02-29,2016-02-28,2,7
204,4,2016-02-28,2016-02-29,2016-03-01,2,7
1194,4,2016-02-28,2016-02-29,2016-02-29,2,6
1165,4,2016-02-29,2016-03-01,2016-03-03,3,9
1237,4,2016-03-01,2016-03-04,2016-03-03,2,7
271,4,2016-03-01,2016-03-04,2016-03-04,3,8
336,4,2016-03-02,2016-03-05,2016-03-03,2,7
991,4,2016-03-03,2016-03-06,2016-03-05,1,2
7,4,2016-03-03,2016-03-05,2016-03-05,2,7
306,4,2016-03-03,2016-03-05,2016-03-04,2,7
422,4,2016-03-04,2016-03-05,2016-03-05,3,9
633,4,2016-03-06,2016-03-09,2016-03-09,1,2
12,4,2016-03-06,2016-03-09,2016-03-07,2,6
1255,4,2016-03-06,2016-03-09,2016-03-09,2,6
677,4,2016-03-06,2016-03-08,2016-03-09,3,9
630,4,2016-03-07,2016-03-10,2016-03-10,2,6
469,4,2016-03-08,2016-03-11,2016-03-10,2,6
1078,4,2016-03-08,2016-03-11,2016-03-11,2,6
1431,4,2016-03-08,2016-03-10,2016-03-11,2,7
1369,4,2016-03-09,2016-03-11,2016-03-11,2,7
471,4,2016-03-10,2016-03-11,2016-03-11,2,7
740,4,2016-03-10,2016-03-13,2016-03-11,2,6
577,4,2016-03-12,2016-03-14,2016-03-13,1,2
925,4,2016-03-12,2016-03-14,2016-03-14,2,7
327,4,2016-03-14,2016-03-15,2016-03-17,2,7
755,4,2016-03-14,2016-03-15,2016-03-16,2,6
786,4,2016-03-14,2016-03-16,2016-03-15,2,6
766,4,2016-03-15,2016-03-18,2016-03-17,2,6
403,4,2016-03-16,2016-03-18,2016-03-17,1,3
685,4,2016-03-16,2016-03-19,2016-03-17,2,6
1365,4,2016-03-16,2016-03-18,2016-03-18,2,7
484,4,2016-03-17,2016-03-18,2016-03-19,3,8
86,4,2016-03-18,2016-03-20,2016-03-21,2,6
84,4,2016-03-19,2016-03-21,2016-03-21,2,7
1049,4,2016-03-19,2016-03-22,2016-03-20,2,6
316,4,2016-03-19,2016-03-22,2016-03-20,3,8
46,4,2016-03-20,2016-03-22,2016-03-23,1,3
409,4,2016-03-20,2016-03-22,2016-03-21,2,7
679,4,2016-03-20,2016-03-21,2016-03-21,2,7
1354,4,2016-03-21,2016-03-23,2016-03-23,2,7
1192,4,2016-03-21,2016-03-24,2016-03-23,3,8
370,4,2016-03-23,2016-03-26,2016-03-25,2,7
438,4,2016-03-23,2016-03-24,2016-03-25,2,7
710,4,2016-03-23,2016-03-24,2016-03-26,2,7
1264,4,2016-03-23,2016-03-26,2016-03-26,2,7
557,4,2016-03-25,2016-03-27,2016-03-26,2,7
170,4,2016-03-26,2016-03-27,2016-03-27,1,3
693,4,2016-03-26,2016-03-28,2016-03-28,2,7
1124,4,2016-03-26,2016-03-29,2016-03-29,2,7
366,4,2016-03-27,2016-03-29,2016-03-30,2,6
288,4,2016-03-28,2016-03-30,2016-03-30,1,3
55,4,2016-03-28,2016-03-31,2016-03-31,2,7
714,4,2016-03-28,2016-03-30,2016-03-30,2,6
763,4,2016-03-28,2016-03-30,2016-03-29,2,6
332,4,2016-03-29,2016-03-31,2016-04-01,1,2
926,4,2016-03-29,2016-04-01,2016-03-31,1,2
76,4,2016-03-29,2016-03-30,2016-03-30,2,6
498,4,2016-03-30,2016-04-02,2016-04-01,2,6
1286,4,2016-03-31,2016-04-01,2016-04-01,1,2
371,4,2016-04-02,2016-04-03,2016-04-04,2,6
357,4,2016-04-03,2016-04-06,2016-04-05,1,3
43,4,2016-04-03,2016-04-06,2016-04-06,3,8
117,3,2016-04-04,2016-04-04,,3,9
32,4,2016-04-04,2016-04-06,2016-04-06,1,2
205,4,2016-04-04,2016-04-06,2016-04-06,2,7
251,4,2016-04-04,2016-04-07,2016-04-05,2,7
31,4,2016-04-06,2016-04-08,2016-04-07,1,3
1325,4,2016-04-06,2016-04-07,2016-04-07,2,7
610,4,2016-04-07,2016-04-08,2016-04-09,2,7
574,4,2016-04-08,2016-04-10,2016-04-10,1,3
338,4,2016-04-08,2016-04-11,2016-04-11,2,6
1034,4,2016-04-08,2016-04-09,2016-04-11,2,7
1147,4,2016-04-09,2016-04-12,2016-04-11,1,3
99,4,2016-04-10,2016-04-11,2016-04-11,2,7
1200,4,2016-04-10,2016-04-11,2016-04-13,2,7
237,4,2016-04-11,2016-04-14,2016-04-14,1,3
1079,4,2016-04-11,2016-04-12,2016-04-14,2,7
117,4,2016-04-11,2016-04-14,2016-04-13,3,8
1361,4,2016-04-12,2016-04-13,2016-04-15,2,7
951,4,2016-04-13,2016-04-14,2016-04-14,2,6
643,4,2016-04-15,2016-04-16,2016-04-17,2,7
121,4,2016-04-16,2016-04-19,2016-04-19,1,2
756,4,2016-04-16,2016-04-17,2016-04-18,2,6
616,4,2016-04-17,2016-04-19,2016-04-19,2,6
918,4,2016-04-17,2016-04-20,2016-04-19,2,7
459,4,2016-04-18,2016-04-20,2016-04-20,1,3
854,4,2016-04-18,2016-04-19,2016-04-20,2,6
22,4,2016-04-19,2016-04-20,2016-04-20,2,7
134,4,2016-04-19,2016-04-21,2016-04-22,2,7
24,3,2016-04-20,2016-04-20,,1,2
1127,4,2016-04-21,2016-04-22,2016-04-24,2,6
183,4,2016-04-22,2016-04-23,2016-04-24,2,6
390,4,2016-04-22,2016-04-23,2016-04-25,2,6
1288,4,2016-04-23,2016-04-24,2016-04-26,1,2
98,4,2016-04-23,2016-04-25,2016-04-25,2,6
919,4,2016-04-27,2016-04-28,2016-04-28,1,2
728,4,2016-04-27,2016-04-28,2016-04-29,2,7
1366,4,2016-04-28,2016-04-30,2016-04-30,1,3
558,4,2016-04-28,2016-04-30,2016-05-01,2,7
727,4,2016-04-28,2016-05-01,2016-05-01,2,7
1247,4,2016-04-28,2016-04-30,2016-05-01,2,6
127,4,2016-04-30,2016-05-03,2016-05-03,2,7
640,4,2016-05-01,2016-05-04,2016-05-03,2,6
760,4,2016-05-01,2016-05-04,2016-05-04,2,7
1074,4,2016-05-01,2016-05-03,2016-05-03,2,6
280,4,2016-05-01,2016-05-04,2016-05-02,3,9
600,4,2016-05-03,2016-05-05,2016-05-04,1,2
1102,4,2016-05-03,2016-05-05,2016-05-06,3,9
591,4,2016-05-04,2016-05-07,2016-05-06,2,7
635,4,2016-05-04,2016-05-05,2016-05-06,2,6
743,4,2016-05-04,2016-05-06,2016-05-05,3,9
105,4,2016-05-05,2016-05-07,2016-05-07,2,7
815,4,2016-05-06,2016-05-07,2016-05-09,2,7
514,4,2016-05-07,2016-05-08,2016-05-08,2,6
943,4,2016-05-07,2016-05-08,2016-05-09,2,6
1140,4,2016-05-07,2016-05-09,2016-05-08,2,6
1373,4,2016-05-08,2016-05-09,2016-05-11,2,6
788,4,2016-05-08,2016-05-09,2016-05-09,3,8
363,4,2016-05-10,2016-05-12,2016-05-11,2,6
1420,4,2016-05-10,2016-05-13,2016-05-12,2,7
267,4,2016-05-11,2016-05-14,2016-05-13,1,3
716,4,2016-05-11,2016-05-12,2016-05-14,2,7
1179,4,2016-05-12,2016-05-14,2016-05-14,2,7
1338,4,2016-05-12,2016-05-15,2016-05-15,2,6
1358,4,2016-05-12,2016-05-14,2016-05-15,2,6
1218,4,2016-05-13,2016-05-16,2016-05-14,1,2
51,4,2016-05-13,2016-05-16,2016-05-14,2,6
1368,4,2016-05-15,2016-05-16,2016-05-17,2,7
157,4,2016-05-17,2016-05-18,2016-05-19,1,3
307,4,2016-05-17,2016-05-20,2016-05-19,1,3
501,4,2016-05-17,2016-05-19,2016-05-20,1,2
489,4,2016-05-17,2016-05-18,2016-05-20,2,7
615,4,2016-05-17,2016-05-20,2016-05-20,2,7
742,4,2016-05-19,2016-05-21,2016-05-20,2,6
1167,4,2016-05-19,2016-05-20,2016-05-21,2,6
1257,4,2016-05-19,2016-05-22,2016-05-21,2,6
1360,4,2016-05-20,2016-05-23,2016-05-23,1,3
737,4,2016-05-21,2016-05-22,2016-05-24,2,6
1435,4,2016-05-22,2016-05-24,2016-05-24,2,6
649,4,2016-05-24,2016-05-25,2016-05-25,2,6
206,4,2016-05-25,2016-05-27,2016-05-26,2,6
1351,4,2016-05-25,2016-05-26,2016-05-27,2,7
1350,4,2016-05-26,2016-05-29,2016-05-29,2,6
13,3,2016-05-27,2016-05-27,,3,9
65,4,2016-05-27,2016-05-29,2016-05-30,2,6
1082,4,2016-05-27,2016-05-29,2016-05-29,2,7
1168,4,2016-05-27,2016-05-30,2016-05-30,2,7
802,4,2016-05-27,2016-05-30,2016-05-28,3,8
956,4,2016-05-28,2016-05-29,2016-05-29,2,6
223,4,2016-05-29,2016-05-31,2016-05-30,2,7
17,3,2016-05-30,2016-05-30,,2,6
928,4,2016-05-30,2016-06-01,2016-06-01,1,3
1376,4,2016-05-30,2016-06-01,2016-05-31,2,7
145,4,2016-06-01,2016-06-04,2016-06-04,2,6
150,4,2016-06-01,2016-06-02,2016-06-04,2,7
851,4,2016-06-01,2016-06-04,2016-06-04,2,7
66,4,2016-06-01,2016-06-04,2016-06-02,3,8
1267,4,2016-06-02,2016-06-05,2016-06-05,2,6
510,4,2016-06-03,2016-06-06,2016-06-05,2,7
801,4,2016-06-03,2016-06-06,2016-06-05,2,7
26,4,2016-06-04,2016-06-05,2016-06-07,2,7
1314,4,2016-06-05,2016-06-06,2016-06-08,1,3
107,4,2016-06-06,2016-06-07,2016-06-07,2,7
413,4,2016-06-06,2016-06-09,2016-06-09,2,7
632,4,2016-06-06,2016-06-08,2016-06-08,2,6
1045,4,2016-06-08,2016-06-10,2016-06-09,1,2
579,4,2016-06-08,2016-06-11,2016-06-10,3,9
1322,4,2016-06-09,2016-06-10,2016-06-12,2,6
5,3,2016-06-10,2016-06-10,,1,3
682,4,2016-06-10,2016-06-12,2016-06-11,2,7
933,4,2016-06-10,2016-06-13,2016-06-13,2,7
282,4,2016-06-11,2016-06-14,2016-06-14,1,3
540,4,2016-06-11,2016-06-14,2016-06-12,1,3
764,4,2016-06-12,2016-06-13,2016-06-15,2,6
879,4,2016-06-12,2016-06-15,2016-06-13,2,7
350,4,2016-06-13,2016-06-16,2016-06-14,2,7
497,4,2016-06-15,2016-06-18,2016-06-16,2,7
1340,4,2016-06-16,2016-06-19,2016-06-17,2,7
411,4,2016-06-17,2016-06-20,2016-06-18,2,7
1341,4,2016-06-17,2016-06-19,2016-06-18,2,7
1227,4,2016-06-18,2016-06-19,2016-06-19,2,6
546,4,2016-06-19,2016-06-20,2016-06-20,2,7
1301,4,2016-06-20,2016-06-23,2016-06-21,1,3
378,4,2016-06-21,2016-06-22,2016-06-22,2,6
638,4,2016-06-21,2016-06-22,2016-06-23,2,7
800,4,2016-06-21,2016-06-22,2016-06-23,2,7
159,4,2016-06-22,2016-06-25,2016-06-25,3,9
181,4,2016-06-23,2016-06-26,2016-06-26,1,2
1356,4,2016-06-23,2016-06-25,2016-06-25,2,7
319,4,2016-06-25,2016-06-26,2016-06-27,1,2
59,4,2016-06-25,2016-06-26,2016-06-26,2,6
133,4,2016-06-25,2016-06-26,2016-06-27,2,6
780,4,2016-06-25,2016-06-28,2016-06-28,2,6
849,4,2016-06-27,2016-06-28,2016-06-30,2,6
202,4,2016-06-28,2016-06-29,2016-06-30,2,6
158,4,2016-06-29,2016-06-30,2016-07-01,2,6
360,4,2016-06-29,2016-06-30,2016-07-02,3,9
573,4,2016-06-30,2016-07-03,2016-07-02,2,7
732,4,2016-07-01,2016-07-02,2016-07-02,2,7
1130,4,2016-07-01,2016-07-04,2016-07-04,2,7
1245,4,2016-07-04,2016-07-07,2016-07-06,2,6
1425,4,2016-07-04,2016-07-05,2016-07-06,2,7
885,4,2016-07-04,2016-07-07,2016-07-07,3,9
281,4,2016-07-05,2016-07-06,2016-07-07,2,6
1205,4,2016-07-05,2016-07-08,2016-07-08,2,6
17,4,2016-07-06,2016-07-09,2016-07-08,2,6
1375,4,2016-07-06,2016-07-07,2016-07-09,2,6
36,4,2016-07-07,2016-07-08,2016-07-09,2,7
230,4,2016-07-07,2016-07-08,2016-07-08,2,6
705,4,2016-07-07,2016-07-08,2016-07-08,2,7
424,4,2016-07-09,2016-07-10,2016-07-12,2,7
695,4,2016-07-09,2016-07-11,2016-07-11,2,6
156,4,2016-07-11,2016-07-12,2016-07-14,2,6
211,4,2016-07-11,2016-07-13,2016-07-13,2,6
627,4,2016-07-12,2016-07-13,2016-07-13,1,2
1400,4,2016-07-12,2016-07-14,2016-07-13,2,6
299,4,2016-07-13,2016-07-15,2016-07-16,2,6
565,4,2016-07-14,2016-07-15,2016-07-15,3,9
1019,4,2016-07-15,2016-07-17,2016-07-17,2,7
1263,4,2016-07-16,2016-07-19,2016-07-17,2,6
670,4,2016-07-17,2016-07-20,2016-07-19,2,7
795,4,2016-07-17,2016-07-20,2016-07-19,2,7
1141,4,2016-07-17,2016-07-19,2016-07-20,2,7
941,4,2016-07-18,2016-07-21,2016-07-21,2,6
1428,4,2016-07-19,2016-07-20,2016-07-21,1,2
568,4,2016-07-19,2016-07-22,2016-07-21,2,6
924,4,2016-07-19,2016-07-22,2016-07-20,2,6
1243,4,2016-07-19,2016-07-22,2016-07-21,2,6
480,4,2016-07-20,2016-07-22,2016-07-23,2,6
848,4,2016-07-20,2016-07-21,2016-07-21,2,6
1337,4,2016-07-20,2016-07-21,2016-07-22,3,9
83,4,2016-07-21,2016-07-24,2016-07-22,2,6
528,4,2016-07-23,2016-07-26,2016-07-25,2,6
274,4,2016-07-24,2016-07-27,2016-07-26,2,6
622,4,2016-07-24,2016-07-27,2016-07-27,2,6
642,4,2016-07-24,2016-07-26,2016-07-25,2,6
659,4,2016-07-24,2016-07-26,2016-07-26,2,7
779,4,2016-07-25,2016-07-27,2016-07-26,2,6
1112,4,2016-07-25,2016-07-28,2016-07-27,2,7
1193,4,2016-07-25,2016-07-27,2016-07-26,2,6
1030,4,2016-07-26,2016-07-29,2016-07-27,2,7
1252,4,2016-07-26,2016-07-27,2016-07-28,2,7
1333,4,2016-07-28,2016-07-29,2016-07-30,1,3
1110,4,2016-07-28,2016-07-31,2016-07-29,2,7
963,4,2016-07-29,2016-07-30,2016-07-31,2,7
1357,4,2016-07-31,2016-08-03,2016-08-01,1,3
806,4,2016-07-31,2016-08-01,2016-08-03,2,7
961,4,2016-07-31,2016-08-02,2016-08-01,2,7
750,4,2016-08-01,2016-08-03,2016-08-02,2,6
1299,4,2016-08-01,2016-08-04,2016-08-03,2,6
584,4,2016-08-01,2016-08-03,2016-08-02,3,9
1004,4,2016-08-02,2016-08-03,2016-08-05,2,6
907,4,2016-08-02,2016-08-05,2016-08-04,3,9
30,3,2016-08-03,2016-08-03,,1,3
31,3,2016-08-03,2016-08-03,,1,3
1307,4,2016-08-03,2016-08-06,2016-08-04,1,2
16,4,2016-08-03,2016-08-04,2016-08-06,2,7
1387,4,2016-08-03,2016-08-06,2016-08-06,2,7
551,4,2016-08-03,2016-08-05,2016-08-06,3,8
1011,4,2016-08-03,2016-08-05,2016-08-05,3,8
1189,4,2016-08-04,2016-08-07,2016-08-06,2,6
14,3,2016-08-05,2016-08-05,,3,8
1042,4,2016-08-05,2016-08-07,2016-08-07,2,7
441,4,2016-08-07,2016-08-10,2016-08-10,2,7
1300,4,2016-08-07,2016-08-09,2016-08-10,2,6
994,4,2016-08-08,2016-08-09,2016-08-11,2,6
187,4,2016-08-09,2016-08-11,2016-08-11,1,2
834,4,2016-08-11,2016-08-12,2016-08-13,3,8
373,4,2016-08-12,2016-08-14,2016-08-13,2,6
981,4,2016-08-13,2016-08-14,2016-08-15,2,6
1054,4,2016-08-13,2016-08-14,2016-08-14,3,9
527,4,2016-08-14,2016-08-15,2016-08-15,2,7
995,4,2016-08-14,2016-08-15,2016-08-17,2,7
1285,4,2016-08-15,2016-08-18,2016-08-18,1,3
758,4,2016-08-15,2016-08-18,2016-08-18,2,7
891,4,2016-08-15,2016-08-16,2016-08-18,2,7
132,4,2016-08-16,2016-08-18,2016-08-18,2,6
337,4,2016-08-16,2016-08-19,2016-08-17,2,7
1313,4,2016-08-17,2016-08-19,2016-08-18,1,2
536,4,2016-08-17,2016-08-20,2016-08-20,2,7
825,4,2016-08-17,2016-08-19,2016-08-18,2,6
1355,4,2016-08-17,2016-08-19,2016-08-20,2,6
475,4,2016-08-17,2016-08-20,2016-08-20,3,9
954,4,2016-08-18,2016-08-21,2016-08-21,2,7
1156,4,2016-08-19,2016-08-20,2016-08-21,2,7
1297,4,2016-08-19,2016-08-21,2016-08-21,2,7
199,4,2016-08-20,2016-08-23,2016-08-23,2,6
331,4,2016-08-20,2016-08-23,2016-08-22,2,7
410,4,2016-08-20,2016-08-22,2016-08-23,2,7
1274,4,2016-08-20,2016-08-23,2016-08-22,2,7
1362,4,2016-08-20,2016-08-23,2016-08-23,2,6
451,4,2016-08-20,2016-08-21,2016-08-21,3,8
1080,4,2016-08-21,2016-08-24,2016-08-23,3,8
53,4,2016-08-22,2016-08-24,2016-08-25,1,3
576,4,2016-08-22,2016-08-24,2016-08-25,3,9
61,3,2016-08-23,2016-08-23,,3,9
176,4,2016-08-23,2016-08-26,2016-08-24,1,3
368,4,2016-08-25,2016-08-26,2016-08-27,2,6
522,4,2016-08-26,2016-08-28,2016-08-29,1,3
