item_id,product_id,quantity,list_price,discount
4,90,2,209.99,0.07
5,100,1,489.99,0.1
1,81,2,1099.99,0.07
2,42,1,2299.99,0.1
1,72,1,619.99,0.1
2,75,2,599.99,0.1
3,81,1,1099.99,0.1
4,23,2,299.99,0.07
1,79,2,402.99,0.07
2,12,1,549.99,0.1
3,83,2,149.99,0.2
4,48,1,1499.99,0.2
5,63,2,3499.99,0.05
1,16,2,599.99,0.2
2,75,1,599.99,0.2
3,26,2,599.99,0.05
4,73,2,749.99,0.2
5,88,1,189.99,0.05
1,46,2,1409.99,0.05
2,47,1,5299.99,0.07
3,71,1,416.99,0.1
4,72,2,619.99,0.05
5,103,2,551.99,0.07
1,61,2,4999.99,0.05
1,93,1,209.99,0.07
2,100,2,489.99,0.2
3,88,2,189.99,0.2
4,41,2,1469.99,0.07
1,109,1,416.99,0.2
1,101,2,339.99,0.07
2,5,2,1320.99,0.07
3,37,1,379.99,0.07
1,30,1,999.99,0.2
2,93,1,209.99,0.05
1,46,2,1409.99,0.07
1,99,1,299.99,0.05
2,58,2,4999.99,0.2
3,42,2,2299.99,0.2
4,45,1,869.99,0.2
5,6,1,469.99,0.05
1,87,1,189.99,0.1
1,18,1,449.0,0.1
2,93,2,209.99,0.2
3,89,1,209.99,0.2
1,38,2,549.99,0.05
1,29,1,999.99,0.2
1,45,2,869.99,0.2
2,5,1,1320.99,0.2
3,14,1,269.99,0.07
4,73,2,749.99,0.07
1,38,2,549.99,0.07
2,13,1,269.99,0.1
3,14,2,269.99,0.1
4,71,2,416.99,0.1
5,36,2,832.99,0.1
1,6,1,469.99,0.05
2,24,2,549.99,0.2
3,25,1,499.99,0.2
4,58,2,4999.99,0.07
5,95,2,299.99,0.05
1,14,2,269.99,0.07
2,62,1,3499.99,0.2
1,85,1,329.99,0.05
2,99,1,299.99,0.2
3,49,2,3499.99,0.07
1,93,2,209.99,0.1
1,37,1,379.99,0.1
2,65,2,346.99,0.05
3,13,1,269.99,0.2
1,109,2,416.99,0.1
2,34,1,469.99,0.05
1,88,1,189.99,0.2
2,67,2,250.99,0.07
3,80,1,761.99,0.07
4,13,2,269.99,0.07
1,101,1,339.99,0.05
1,46,1,1409.99,0.07
1,7,1,3999.99,0.2
2,106,2,449.99,0.05
3,33,1,469.99,0.05
4,55,2,2699.99,0.05
5,65,2,346.99,0.2
1,63,1,3499.99,0.07
1,106,1,449.99,0.2
2,38,1,549.99,0.1
3,30,2,999.99,0.2
4,107,2,416.99,0.05
1,62,2,3499.99,0.07
2,53,1,749.99,0.1
1,32,2,469.99,0.1
1,56,1,5499.99,0.05
2,27,2,999.99,0.05
3,73,1,749.99,0.1
4,77,2,799.99,0.07
1,5,2,1320.99,0.1
2,15,2,529.99,0.05
3,14,1,269.99,0.07
4,111,1,470.99,0.2
1,17,2,429.0,0.2
2,66,2,250.99,0.2
3,96,1,349.99,0.07
4,107,2,416.99,0.05
1,73,1,749.99,0.07
2,103,1,551.99,0.1
1,103,1,551.99,0.2
2,13,1,269.99,0.1
3,6,2,469.99,0.2
4,18,2,449.0,0.05
1,100,2,489.99,0.2
2,2,2,749.99,0.07
3,83,2,149.99,0.2
4,82,1,659.99,0.07
1,28,2,2499.99,0.2
2,95,1,299.99,0.1
3,5,1,1320.99,0.07
4,26,1,599.99,0.1
5,66,1,250.99,0.2
1,98,1,489.99,0.07
2,50,1,5999.99,0.2
3,64,2,489.99,0.05
4,67,1,250.99,0.1
1,63,2,3499.99,0.07
2,108,2,449.99,0.2
3,57,2,1999.99,0.07
1,44,1,539.99,0.05
2,5,2,1320.99,0.05
1,49,2,3499.99,0.05
2,69,2,416.99,0.07
3,46,2,1409.99,0.2
4,10,1,1549.0,0.1
5,21,2,269.99,0.05
1,106,1,449.99,0.07
2,43,1,5299.99,0.1
1,47,1,5299.99,0.05
2,30,1,999.99,0.05
1,50,2,5999.99,0.05
2,70,1,659.99,0.1
1,33,2,469.99,0.1
2,26,2,599.99,0.2
1,12,2,549.99,0.1
1,16,2,599.99,0.1
2,105,2,533.99,0.1
3,52,1,875.99,0.05
4,67,1,250.99,0.1
5,65,2,346.99,0.1
1,107,2,416.99,0.1
2,32,1,469.99,0.05
3,35,2,832.99,0.1
4,50,1,5999.99,0.1
1,36,1,832.99,0.1
2,9,2,2999.99,0.2
3,50,2,5999.99,0.07
4,88,1,189.99,0.05
1,67,2,250.99,0.05
2,45,1,869.99,0.07
1,101,2,339.99,0.2
1,106,1,449.99,0.07
1,91,2,349.99,0.05
2,10,1,1549.0,0.05
1,105,1,533.99,0.05
2,96,1,349.99,0.05
1,45,2,869.99,0.2
2,16,1,599.99,0.07
3,57,2,1999.99,0.2
4,69,2,416.99,0.07
1,59,2,2599.99,0.1
2,17,1,429.0,0.1
3,6,1,469.99,0.2
1,26,2,599.99,0.05
2,108,1,449.99,0.07
3,89,1,209.99,0.2
4,61,2,4999.99,0.05
5,28,2,2499.99,0.07
1,50,1,5999.99,0.2
2,43,1,5299.99,0.07
1,38,2,549.99,0.07
2,92,1,209.99,0.07
3,12,1,549.99,0.2
4,76,2,299.99,0.05
1,31,2,1632.99,0.07
2,48,2,1499.99,0.05
1,36,2,832.99,0.1
2,51,2,6499.99,0.07
3,92,2,209.99,0.2
4,13,1,269.99,0.2
1,67,1,250.99,0.1
2,62,2,3499.99,0.05
3,42,2,2299.99,0.2
4,20,1,599.99,0.2
1,23,2,299.99,0.2
2,28,2,2499.99,0.07
3,46,1,1409.99,0.05
4,102,2,489.99,0.1
5,22,2,269.99,0.2
1,84,2,109.99,0.07
2,65,1,346.99,0.07
1,41,1,1469.99,0.2
2,94,1,249.99,0.1
3,102,2,489.99,0.1
1,5,1,1320.99,0.2
1,23,1,299.99,0.1
1,66,2,250.99,0.05
2,106,1,449.99,0.05
3,91,2,349.99,0.05
4,49,1,3499.99,0.2
1,22,2,269.99,0.2
2,71,2,416.99,0.05
3,101,1,339.99,0.05
4,2,2,749.99,0.2
1,90,2,209.99,0.1
2,24,2,549.99,0.05
1,38,1,549.99,0.07
2,20,2,599.99,0.2
3,106,1,449.99,0.05
4,46,1,1409.99,0.1
1,64,1,489.99,0.05
2,48,1,1499.99,0.07
3,42,1,2299.99,0.2
4,2,1,749.99,0.07
1,92,1,209.99,0.2
1,41,1,1469.99,0.07
1,91,1,349.99,0.2
2,31,1,1632.99,0.1
3,4,2,2899.99,0.07
1,7,1,3999.99,0.07
2,44,1,539.99,0.1
1,76,1,299.99,0.05
2,39,2,1499.99,0.07
3,78,1,647.99,0.05
4,80,2,761.99,0.07
1,77,1,799.99,0.2
2,75,2,599.99,0.07
3,48,1,1499.99,0.1
1,68,1,449.99,0.2
2,73,1,749.99,0.2
3,86,1,149.99,0.1
1,74,2,439.99,0.05
2,6,1,469.99,0.1
1,97,2,349.99,0.2
2,36,1,832.99,0.2
1,97,1,349.99,0.07
2,62,2,3499.99,0.2
1,37,2,379.99,0.2
1,74,2,439.99,0.1
2,16,2,599.99,0.2
3,50,1,5999.99,0.1
4,3,1,999.99,0.1
5,43,1,5299.99,0.07
1,71,2,416.99,0.05
2,83,1,149.99,0.2
1,82,1,659.99,0.2
2,63,2,3499.99,0.1
3,24,1,549.99,0.05
1,56,2,5499.99,0.07
2,82,1,659.99,0.07
3,60,1,1559.99,0.1
4,65,2,346.99,0.05
5,51,2,6499.99,0.1
1,49,2,3499.99,0.07
2,76,1,299.99,0.2
1,74,1,439.99,0.05
1,77,1,799.99,0.07
2,21,1,269.99,0.2
3,75,2,599.99,0.05
1,35,2,832.99,0.05
2,48,1,1499.99,0.05
3,18,1,449.0,0.1
4,61,1,4999.99,0.07
5,56,2,5499.99,0.2
1,65,2,346.99,0.2
2,76,2,299.99,0.07
3,6,1,469.99,0.07
4,38,1,549.99,0.07
1,70,1,659.99,0.1
2,44,1,539.99,0.07
1,108,2,449.99,0.1
2,51,2,6499.99,0.07
3,58,2,4999.99,0.07
4,28,2,2499.99,0.07
5,66,1,250.99,0.2
1,4,1,2899.99,0.05
2,13,1,269.99,0.05
1,5,1,1320.99,0.1
2,107,2,416.99,0.2
1,75,2,599.99,0.2
1,25,1,499.99,0.1
2,102,2,489.99,0.05
3,11,2,1680.99,0.07
1,98,2,489.99,0.05
2,110,2,470.99,0.1
3,35,2,832.99,0.07
4,103,1,551.99,0.05
5,100,1,489.99,0.05
1,25,1,499.99,0.2
2,82,1,659.99,0.2
1,29,2,999.99,0.07
2,16,2,599.99,0.1
3,70,2,659.99,0.2
4,85,2,329.99,0.2
5,69,2,416.99,0.07
1,105,1,533.99,0.05
2,94,2,249.99,0.2
3,34,2,469.99,0.05
4,44,2,539.99,0.1
5,50,2,5999.99,0.05
1,7,1,3999.99,0.1
2,85,2,329.99,0.2
3,62,1,3499.99,0.05
4,22,2,269.99,0.2
5,56,2,5499.99,0.07
1,32,1,469.99,0.05
2,42,2,2299.99,0.07
3,44,1,539.99,0.07
1,23,2,299.99,0.2
2,20,2,599.99,0.1
3,101,1,339.99,0.2
4,92,2,209.99,0.2
5,72,2,619.99,0.2
1,9,2,2999.99,0.1
2,55,2,2699.99,0.05
1,56,1,5499.99,0.05
1,59,1,2599.99,0.1
2,43,2,5299.99,0.1
3,62,2,3499.99,0.2
1,20,2,599.99,0.07
2,57,1,1999.99,0.05
1,23,2,299.99,0.07
1,4,2,2899.99,0.1
1,43,1,5299.99,0.1
2,31,2,1632.99,0.07
3,96,1,349.99,0.05
4,63,1,3499.99,0.2
5,88,1,189.99,0.05
1,76,2,299.99,0.1
2,23,1,299.99,0.2
3,73,2,749.99,0.1
4,13,2,269.99,0.2
5,79,2,402.99,0.1
1,108,2,449.99,0.05
2,14,2,269.99,0.07
3,70,2,659.99,0.05
4,66,1,250.99,0.07
5,111,1,470.99,0.05
1,51,1,6499.99,0.1
2,76,1,299.99,0.2
1,15,1,529.99,0.2
2,72,1,619.99,0.1
3,41,1,1469.99,0.05
4,65,1,346.99,0.07
1,73,2,749.99,0.05
2,52,1,875.99,0.1
3,48,2,1499.99,0.05
4,83,2,149.99,0.1
1,105,1,533.99,0.1
2,47,2,5299.99,0.2
3,65,2,346.99,0.07
1,65,2,346.99,0.07
2,64,2,489.99,0.07
1,4,1,2899.99,0.07
1,90,1,209.99,0.2
2,74,1,439.99,0.2
1,90,2,209.99,0.1
1,88,1,189.99,0.05
2,73,1,749.99,0.07
1,66,1,250.99,0.2
2,77,2,799.99,0.05
3,87,1,189.99,0.1
4,103,1,551.99,0.2
1,87,1,189.99,0.2
2,61,2,4999.99,0.05
3,10,2,1549.0,0.05
1,74,1,439.99,0.2
2,36,1,832.99,0.1
1,85,1,329.99,0.1
2,48,2,1499.99,0.1
3,54,2,3199.99,0.1
4,68,1,449.99,0.1
1,70,2,659.99,0.05
2,65,2,346.99,0.07
3,8,2,1799.99,0.05
4,12,2,549.99,0.07
5,38,1,549.99,0.2
1,100,1,489.99,0.2
2,63,1,3499.99,0.07
1,4,2,2899.99,0.1
2,28,2,2499.99,0.1
3,47,2,5299.99,0.05
4,71,1,416.99,0.07
1,33,2,469.99,0.1
2,22,2,269.99,0.2
1,110,2,470.99,0.2
1,26,2,599.99,0.1
2,39,1,1499.99,0.07
1,52,2,875.99,0.1
2,69,2,416.99,0.05
3,27,1,999.99,0.05
4,80,2,761.99,0.05
1,106,2,449.99,0.05
2,25,2,499.99,0.2
3,108,2,449.99,0.05
1,55,1,2699.99,0.05
2,71,2,416.99,0.2
3,12,2,549.99,0.1
4,52,1,875.99,0.2
1,49,2,3499.99,0.2
2,9,1,2999.99,0.1
3,64,1,489.99,0.1
1,35,1,832.99,0.1
2,95,2,299.99,0.05
3,21,2,269.99,0.07
4,36,2,832.99,0.1
5,61,1,4999.99,0.07
1,22,2,269.99,0.1
2,110,1,470.99,0.07
3,52,1,875.99,0.07
4,40,2,4999.99,0.05
1,63,1,3499.99,0.1
2,20,2,599.99,0.2
3,68,1,449.99,0.07
4,81,2,1099.99,0.07
5,88,1,189.99,0.05
1,68,1,449.99,0.2
2,81,2,1099.99,0.2
3,12,1,549.99,0.1
4,111,1,470.99,0.2
1,5,2,1320.99,0.07
2,59,1,2599.99,0.2
3,78,2,647.99,0.05
1,87,1,189.99,0.1
2,78,1,647.99,0.05
3,26,2,599.99,0.07
1,51,2,6499.99,0.1
2,60,2,1559.99,0.2
3,80,1,761.99,0.07
1,35,1,832.99,0.2
2,38,1,549.99,0.07
3,12,2,549.99,0.07
1,99,1,299.99,0.05
2,27,1,999.99,0.1
3,70,1,659.99,0.1
4,84,2,109.99,0.07
5,5,1,1320.99,0.1
1,6,2,469.99,0.2
2,29,1,999.99,0.1
3,91,1,349.99,0.1
4,14,2,269.99,0.1
1,9,2,2999.99,0.2
2,79,1,402.99,0.2
3,34,1,469.99,0.2
1,45,1,869.99,0.07
2,102,1,489.99,0.1
3,20,1,599.99,0.2
4,101,2,339.99,0.2
5,7,1,3999.99,0.05
1,58,1,4999.99,0.2
2,36,2,832.99,0.1
3,10,2,1549.0,0.05
4,99,2,299.99,0.07
5,79,2,402.99,0.1
1,37,2,379.99,0.1
2,45,1,869.99,0.2
3,66,1,250.99,0.07
1,16,2,599.99,0.1
2,90,1,209.99,0.2
3,101,1,339.99,0.1
1,68,2,449.99,0.05
2,32,1,469.99,0.05
1,86,2,149.99,0.07
2,105,2,533.99,0.2
3,14,2,269.99,0.07
1,26,2,599.99,0.05
2,105,1,533.99,0.2
1,70,2,659.99,0.07
2,106,1,449.99,0.05
1,65,2,346.99,0.05
2,111,1,470.99,0.1
3,19,2,449.0,0.07
4,29,2,999.99,0.05
1,72,1,619.99,0.05
2,45,2,869.99,0.05
3,58,1,4999.99,0.1
4,111,1,470.99,0.07
1,100,1,489.99,0.05
2,83,1,149.99,0.1
3,8,2,1799.99,0.1
4,79,1,402.99,0.2
1,34,2,469.99,0.05
2,51,2,6499.99,0.05
1,36,2,832.99,0.1
1,14,2,269.99,0.2
2,81,2,1099.99,0.1
3,99,1,299.99,0.1
1,20,1,599.99,0.07
2,68,1,449.99,0.1
3,56,2,5499.99,0.07
4,65,1,346.99,0.1
5,46,1,1409.99,0.1
1,26,1,599.99,0.2
2,11,1,1680.99,0.05
3,85,2,329.99,0.1
4,76,1,299.99,0.2
5,106,2,449.99,0.1
1,71,1,416.99,0.2
2,2,1,749.99,0.1
3,95,1,299.99,0.07
1,95,2,299.99,0.07
2,44,1,539.99,0.07
1,109,2,416.99,0.1
1,88,1,189.99,0.2
2,99,2,299.99,0.2
3,16,2,599.99,0.2
4,68,2,449.99,0.05
1,8,1,1799.99,0.07
2,64,1,489.99,0.2
1,60,2,1559.99,0.05
1,97,1,349.99,0.2
2,45,2,869.99,0.05
3,81,2,1099.99,0.1
4,59,1,2599.99,0.05
1,6,2,469.99,0.1
2,73,2,749.99,0.2
3,101,2,339.99,0.1
4,13,1,269.99,0.2
1,76,2,299.99,0.07
1,89,1,209.99,0.07
2,82,2,659.99,0.2
3,100,1,489.99,0.2
4,18,2,449.0,0.2
5,77,2,799.99,0.1
1,76,2,299.99,0.07
2,97,2,349.99,0.1
3,91,1,349.99,0.2
1,30,1,999.99,0.1
2,52,1,875.99,0.2
3,37,1,379.99,0.05
4,93,2,209.99,0.2
1,20,2,599.99,0.05
2,69,2,416.99,0.05
3,15,1,529.99,0.07
4,57,2,1999.99,0.1
5,40,2,4999.99,0.05
1,49,2,3499.99,0.07
2,23,2,299.99,0.07
1,33,1,469.99,0.2
2,46,1,1409.99,0.1
3,65,1,346.99,0.07
4,5,1,1320.99,0.07
1,91,1,349.99,0.07
2,43,2,5299.99,0.1
1,104,1,481.99,0.2
2,28,2,2499.99,0.05
3,98,2,489.99,0.2
4,96,2,349.99,0.1
5,91,1,349.99,0.2
1,89,1,209.99,0.07
2,102,1,489.99,0.1
3,39,1,1499.99,0.1
4,15,1,529.99,0.05
5,66,2,250.99,0.05
1,7,2,3999.99,0.07
1,95,2,299.99,0.1
2,14,2,269.99,0.05
1,111,2,470.99,0.1
2,10,1,1549.0,0.2
3,41,1,1469.99,0.2
4,35,2,832.99,0.1
5,108,1,449.99,0.2
1,20,1,599.99,0.2
2,55,1,2699.99,0.1
3,40,1,4999.99,0.2
4,68,2,449.99,0.1
1,27,1,999.99,0.05
2,10,2,1549.0,0.1
3,72,1,619.99,0.1
1,27,2,999.99,0.2
2,108,2,449.99,0.2
1,60,2,1559.99,0.1
2,17,1,429.0,0.1
1,26,1,599.99,0.07
2,109,2,416.99,0.1
3,27,2,999.99,0.07
1,101,1,339.99,0.1
2,8,2,1799.99,0.1
3,11,2,1680.99,0.07
4,21,1,269.99,0.05
1,96,1,349.99,0.2
1,55,2,2699.99,0.1
2,76,1,299.99,0.07
3,18,2,449.0,0.05
4,65,2,346.99,0.2
5,12,1,549.99,0.2
1,74,2,439.99,0.07
2,3,1,999.99,0.07
3,65,2,346.99,0.2
4,92,1,209.99,0.07
5,84,2,109.99,0.05
1,83,1,149.99,0.05
2,9,1,2999.99,0.07
1,18,2,449.0,0.2
1,97,1,349.99,0.1
2,28,2,2499.99,0.2
3,64,1,489.99,0.07
4,27,2,999.99,0.07
5,8,2,1799.99,0.05
1,89,1,209.99,0.1
2,61,2,4999.99,0.07
3,94,2,249.99,0.1
1,23,1,299.99,0.1
1,55,2,2699.99,0.1
2,20,1,599.99,0.07
1,97,2,349.99,0.1
1,28,1,2499.99,0.05
2,104,2,481.99,0.05
1,60,1,1559.99,0.07
2,79,1,402.99,0.07
3,32,1,469.99,0.07
4,41,2,1469.99,0.1
5,17,2,429.0,0.05
1,28,2,2499.99,0.1
2,78,1,647.99,0.2
3,35,1,832.99,0.05
4,49,1,3499.99,0.05
1,3,2,999.99,0.1
2,37,1,379.99,0.1
3,94,1,249.99,0.05
1,9,1,2999.99,0.1
2,36,2,832.99,0.05
3,3,1,999.99,0.1
4,26,1,599.99,0.07
5,10,2,1549.0,0.05
1,96,2,349.99,0.07
2,99,2,299.99,0.1
3,45,2,869.99,0.2
4,14,2,269.99,0.2
1,46,1,1409.99,0.2
1,7,1,3999.99,0.05
2,103,1,551.99,0.05
3,26,2,599.99,0.07
1,49,2,3499.99,0.05
2,26,2,599.99,0.2
3,23,2,299.99,0.2
4,68,1,449.99,0.1
5,73,2,749.99,0.05
1,36,2,832.99,0.1
2,16,1,599.99,0.05
1,43,2,5299.99,0.07
2,101,2,339.99,0.2
3,12,2,549.99,0.1
4,83,2,149.99,0.1
5,60,1,1559.99,0.2
1,3,1,999.99,0.05
1,105,1,533.99,0.2
2,97,1,349.99,0.05
3,98,2,489.99,0.05
1,43,1,5299.99,0.1
2,29,2,999.99,0.05
3,103,1,551.99,0.07
1,46,2,1409.99,0.05
2,7,1,3999.99,0.1
3,13,1,269.99,0.07
1,7,1,3999.99,0.07
2,11,2,1680.99,0.07
3,61,2,4999.99,0.1
4,30,2,999.99,0.05
1,14,1,269.99,0.07
2,19,1,449.0,0.1
1,13,1,269.99,0.05
2,111,2,470.99,0.2
3,5,1,1320.99,0.05
4,12,1,549.99,0.2
1,33,2,469.99,0.1
2,100,2,489.99,0.07
3,72,2,619.99,0.2
1,18,1,449.0,0.07
2,49,1,3499.99,0.1
1,48,2,1499.99,0.07
2,103,2,551.99,0.05
3,63,1,3499.99,0.07
1,15,2,529.99,0.05
2,46,1,1409.99,0.1
3,12,1,549.99,0.1
1,74,2,439.99,0.07
2,9,2,2999.99,0.2
3,72,2,619.99,0.1
4,6,2,469.99,0.2
1,87,2,189.99,0.2
2,82,1,659.99,0.2
3,49,2,3499.99,0.2
4,45,2,869.99,0.2
1,109,1,416.99,0.07
2,93,1,209.99,0.1
1,110,1,470.99,0.2
2,18,2,449.0,0.1
3,94,1,249.99,0.05
1,25,2,499.99,0.2
1,83,1,149.99,0.2
2,89,2,209.99,0.07
3,36,2,832.99,0.07
1,81,1,1099.99,0.2
2,13,1,269.99,0.07
3,20,1,599.99,0.2
1,59,1,2599.99,0.1
2,87,1,189.99,0.07
3,89,2,209.99,0.1
1,48,2,1499.99,0.1
2,111,2,470.99,0.05
1,95,1,299.99,0.1
2,102,1,489.99,0.07
3,73,2,749.99,0.07
1,60,2,1559.99,0.05
1,76,2,299.99,0.07
2,60,2,1559.99,0.2
3,15,1,529.99,0.07
4,10,2,1549.0,0.1
5,72,2,619.99,0.2
1,70,2,659.99,0.07
1,31,1,1632.99,0.2
2,40,1,4999.99,0.1
3,50,1,5999.99,0.05
4,32,2,469.99,0.2
5,86,1,149.99,0.05
1,52,2,875.99,0.1
1,29,2,999.99,0.2
1,65,2,346.99,0.2
2,77,2,799.99,0.1
3,61,1,4999.99,0.07
4,33,1,469.99,0.2
1,30,1,999.99,0.05
2,70,1,659.99,0.05
3,98,2,489.99,0.2
4,65,2,346.99,0.07
5,60,1,1559.99,0.1
1,66,2,250.99,0.2
2,64,1,489.99,0.1
3,74,1,439.99,0.1
1,108,1,449.99,0.07
2,67,1,250.99,0.1
3,81,2,1099.99,0.05
4,10,2,1549.0,0.07
5,5,1,1320.99,0.2
1,15,1,529.99,0.07
2,102,2,489.99,0.07
3,59,2,2599.99,0.1
4,13,2,269.99,0.07
5,109,2,416.99,0.2
1,64,1,489.99,0.1
2,30,1,999.99,0.1
3,33,1,469.99,0.07
4,36,2,832.99,0.2
1,70,2,659.99,0.07
2,30,2,999.99,0.05
1,74,1,439.99,0.2
1,97,1,349.99,0.05
2,56,1,5499.99,0.1
3,19,1,449.0,0.1
1,34,1,469.99,0.05
2,30,2,999.99,0.07
3,2,2,749.99,0.1
4,18,1,449.0,0.2
1,45,2,869.99,0.07
2,17,2,429.0,0.1
3,90,2,209.99,0.1
1,71,1,416.99,0.1
2,11,1,1680.99,0.1
3,24,1,549.99,0.1
4,107,1,416.99,0.2
1,78,2,647.99,0.05
2,3,2,999.99,0.2
3,15,2,529.99,0.1
4,31,1,1632.99,0.2
5,50,2,5999.99,0.05
1,11,1,1680.99,0.1
1,99,1,299.99,0.05
2,106,2,449.99,0.07
3,98,2,489.99,0.07
4,19,1,449.0,0.2
5,35,2,832.99,0.05
1,88,1,189.99,0.1
1,64,1,489.99,0.1
2,13,2,269.99,0.05
3,46,1,1409.99,0.07
4,89,2,209.99,0.1
1,12,1,549.99,0.05
2,9,2,2999.99,0.1
1,105,1,533.99,0.07
2,51,1,6499.99,0.05
1,91,1,349.99,0.07
1,106,1,449.99,0.2
